Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobLevel,Position,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,StandardHours,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
43,No,Travel_Frequently,Research & Development,10,4,Life Sciences,3,Female,1,Laboratory Technician,4,Single,2455,0,No,3,1,40,8,7,1
49,No,Travel_Rarely,Research & Development,1,2,Technical Degree,3,Female,4,Healthcare Representative,3,Single,13964,7,Yes,3,4,40,7,1,0
52,Yes,Travel_Rarely,Research & Development,8,4,Medical,3,Male,2,Research Scientist,2,Married,4941,2,No,3,1,40,8,2,7
27,No,Travel_Rarely,Research & Development,5,3,Life Sciences,3,Female,1,Research Scientist,2,Single,2478,1,Yes,3,2,40,4,3,1
32,No,Travel_Rarely,Sales,8,2,Technical Degree,3,Female,2,Sales Executive,2,Married,5228,1,Yes,3,4,40,13,12,11
27,No,Travel_Rarely,Sales,2,3,Life Sciences,4,Male,2,Sales Executive,3,Single,4478,1,Yes,3,1,40,5,4,0
31,No,Travel_Rarely,Sales,7,3,Marketing,4,Male,2,Sales Executive,4,Divorced,7547,4,No,3,4,40,7,7,1
32,No,Travel_Rarely,Research & Development,2,4,Medical,1,Female,2,Research Scientist,4,Single,5055,7,No,3,3,40,7,7,0
28,Yes,Travel_Rarely,Research & Development,2,4,Medical,1,Male,1,Research Scientist,4,Married,3464,5,Yes,3,4,40,3,2,2
30,No,Travel_Rarely,Research & Development,28,2,Medical,4,Female,2,Research Scientist,4,Married,5775,1,No,3,4,40,10,8,1
31,No,Travel_Frequently,Research & Development,7,2,Life Sciences,3,Female,3,Manufacturing Director,3,Married,8943,1,No,4,1,40,10,9,8
39,No,Travel_Frequently,Research & Development,7,2,Medical,3,Male,5,Manager,4,Married,19272,1,No,3,1,40,21,9,13
39,Yes,Travel_Rarely,Sales,3,2,Medical,4,Female,2,Sales Executive,3,Married,5238,4,Yes,3,1,40,1,0,0
33,No,Travel_Frequently,Sales,10,3,Marketing,2,Male,2,Sales Executive,4,Single,4682,3,No,3,3,40,7,7,0
47,No,Travel_Rarely,Research & Development,5,5,Life Sciences,4,Male,5,Research Director,3,Married,18300,4,No,3,2,40,3,2,1
43,No,Travel_Frequently,Research & Development,10,4,Life Sciences,3,Female,2,Laboratory Technician,3,Divorced,5257,1,No,3,2,40,9,7,0
27,No,Non-Travel,Sales,1,1,Marketing,3,Male,2,Sales Executive,2,Married,6349,0,Yes,3,4,40,5,4,1
54,No,Travel_Frequently,Research & Development,20,4,Life Sciences,4,Female,2,Research Scientist,3,Single,4869,3,No,3,4,40,4,3,0
43,No,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Female,3,Healthcare Representative,1,Married,9985,8,No,3,1,40,1,0,0
45,No,Travel_Rarely,Research & Development,8,4,Other,4,Male,2,Research Scientist,4,Married,3697,9,No,3,1,40,10,9,9
40,No,Travel_Rarely,Sales,1,2,Medical,2,Male,2,Sales Executive,4,Married,7457,2,Yes,4,3,40,4,3,0
29,Yes,Travel_Rarely,Research & Development,8,4,Other,2,Male,1,Laboratory Technician,1,Married,2119,1,Yes,3,4,40,7,7,0
29,No,Travel_Rarely,Research & Development,9,5,Other,2,Male,1,Laboratory Technician,4,Single,3983,0,No,3,3,40,3,2,2
30,No,Travel_Rarely,Sales,5,3,Marketing,4,Female,2,Sales Executive,3,Divorced,6118,1,No,3,3,40,10,9,1
27,No,Travel_Rarely,Sales,8,4,Marketing,2,Female,2,Sales Executive,2,Married,6214,1,No,3,1,40,8,7,0
37,No,Travel_Rarely,Research & Development,5,2,Medical,4,Male,2,Manufacturing Director,4,Divorced,6347,7,No,3,3,40,6,2,0
38,No,Travel_Rarely,Research & Development,15,2,Life Sciences,3,Male,3,Research Director,4,Divorced,11510,0,Yes,3,2,40,11,10,2
31,No,Travel_Rarely,Research & Development,7,4,Medical,3,Female,3,Manufacturing Director,4,Single,7143,1,Yes,3,3,40,11,9,4
29,No,Travel_Rarely,Sales,10,1,Marketing,4,Female,2,Sales Executive,2,Divorced,8268,1,Yes,3,1,40,7,7,1
35,No,Travel_Rarely,Research & Development,5,4,Technical Degree,3,Male,3,Manufacturing Director,2,Single,8095,0,No,3,4,40,16,6,0
23,No,Travel_Rarely,Research & Development,26,1,Life Sciences,3,Male,1,Research Scientist,4,Divorced,2904,1,No,3,3,40,4,2,0
41,No,Travel_Rarely,Research & Development,6,3,Medical,4,Male,2,Manufacturing Director,2,Single,6032,6,Yes,3,4,40,5,4,1
47,No,Travel_Frequently,Sales,4,1,Medical,2,Male,2,Sales Representative,3,Single,2976,3,No,3,1,40,0,0,0
42,No,Travel_Rarely,Research & Development,23,5,Life Sciences,1,Female,4,Research Director,4,Single,15992,2,No,3,2,40,1,0,0
29,No,Non-Travel,Sales,2,3,Life Sciences,4,Male,2,Sales Executive,3,Married,4649,1,No,3,1,40,4,3,0
42,No,Travel_Rarely,Human Resources,2,1,Technical Degree,3,Male,1,Human Resources,3,Divorced,2696,0,Yes,3,3,40,3,2,1
32,No,Travel_Rarely,Research & Development,2,3,Medical,3,Female,1,Laboratory Technician,2,Married,2370,1,No,3,3,40,8,0,0
48,No,Travel_Rarely,Sales,29,1,Medical,1,Female,3,Manager,3,Married,12504,3,No,4,2,40,0,0,0
37,No,Travel_Rarely,Research & Development,6,3,Medical,3,Male,2,Research Scientist,1,Divorced,5974,4,Yes,3,1,40,7,7,6
30,No,Non-Travel,Sales,25,2,Technical Degree,4,Female,2,Sales Executive,3,Married,4736,7,Yes,3,2,40,2,2,2
26,No,Travel_Rarely,Sales,1,3,Life Sciences,3,Male,2,Sales Executive,3,Married,5296,1,No,3,2,40,8,7,7
42,No,Travel_Rarely,Research & Development,2,4,Other,1,Male,2,Healthcare Representative,4,Single,6781,3,No,4,2,40,1,0,0
21,Yes,Travel_Frequently,Sales,1,1,Technical Degree,1,Female,1,Sales Representative,2,Single,2174,1,Yes,3,3,40,3,2,1
36,No,Non-Travel,Sales,1,5,Medical,4,Female,2,Sales Executive,4,Single,6653,4,No,3,2,40,1,0,0
36,No,Travel_Frequently,Sales,3,4,Medical,1,Male,3,Sales Executive,4,Married,9699,4,No,3,1,40,13,9,1
57,No,Travel_Rarely,Research & Development,1,4,Medical,4,Male,2,Healthcare Representative,3,Married,6755,2,No,3,3,40,3,2,1
40,No,Travel_Rarely,Research & Development,10,4,Life Sciences,4,Female,1,Laboratory Technician,3,Married,2213,3,Yes,3,3,40,7,7,1
21,No,Non-Travel,Sales,9,2,Medical,1,Male,1,Sales Representative,4,Single,2610,1,No,4,3,40,3,2,2
33,Yes,Travel_Rarely,Sales,5,3,Marketing,4,Female,1,Sales Representative,3,Single,2851,1,Yes,3,2,40,1,0,0
37,No,Travel_Rarely,Research & Development,10,3,Medical,3,Female,1,Laboratory Technician,1,Married,3452,6,No,4,2,40,5,4,0
46,No,Non-Travel,Research & Development,7,4,Medical,3,Female,2,Manufacturing Director,3,Married,5258,2,No,3,3,40,1,0,0
41,Yes,Travel_Frequently,Sales,4,3,Marketing,1,Male,2,Sales Executive,2,Single,9355,1,No,3,3,40,8,7,7
50,No,Travel_Rarely,Research & Development,10,3,Technical Degree,4,Male,3,Healthcare Representative,4,Single,10496,6,No,3,4,40,4,3,1
40,Yes,Travel_Rarely,Sales,22,2,Marketing,3,Male,2,Sales Executive,3,Married,6380,2,Yes,3,1,40,6,4,1
31,No,Travel_Rarely,Research & Development,9,4,Life Sciences,3,Male,1,Research Scientist,2,Single,2657,0,Yes,3,4,40,2,2,2
21,Yes,Travel_Rarely,Sales,12,3,Life Sciences,3,Female,1,Sales Representative,2,Single,2716,1,No,3,4,40,1,0,0
29,No,Travel_Rarely,Research & Development,23,3,Life Sciences,4,Male,1,Research Scientist,4,Single,2201,9,No,3,4,40,3,2,1
35,No,Travel_Rarely,Research & Development,9,4,Life Sciences,3,Male,2,Healthcare Representative,2,Single,6540,9,No,3,3,40,1,1,0
27,No,Travel_Rarely,Research & Development,1,2,Medical,4,Male,1,Laboratory Technician,2,Divorced,3816,1,No,3,2,40,5,2,0
28,No,Travel_Rarely,Sales,9,4,Life Sciences,2,Male,2,Sales Executive,4,Single,5253,1,No,3,4,40,7,5,0
49,No,Travel_Rarely,Research & Development,7,3,Other,2,Male,3,Healthcare Representative,3,Single,10965,8,No,4,3,40,5,2,0
51,No,Travel_Rarely,Sales,14,2,Life Sciences,3,Female,2,Sales Executive,4,Married,4936,4,No,3,3,40,7,7,0
36,No,Travel_Rarely,Research & Development,2,3,Life Sciences,4,Female,1,Research Scientist,3,Married,2543,4,No,3,2,40,2,2,2
34,Yes,Non-Travel,Sales,19,3,Marketing,1,Male,2,Sales Executive,4,Single,5304,8,Yes,3,2,40,5,2,0
55,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,4,Manager,4,Single,16659,2,Yes,3,3,40,5,4,1
24,No,Travel_Rarely,Sales,10,4,Marketing,4,Female,2,Sales Executive,3,Divorced,4260,1,Yes,3,4,40,5,2,0
30,No,Travel_Rarely,Sales,2,1,Technical Degree,3,Male,1,Sales Representative,2,Married,2476,1,No,3,1,40,1,0,0
26,Yes,Travel_Frequently,Research & Development,3,1,Technical Degree,3,Male,1,Research Scientist,1,Single,3102,0,No,4,3,40,6,4,0
22,No,Travel_Rarely,Research & Development,11,3,Medical,1,Female,1,Research Scientist,2,Married,2244,1,No,3,4,40,2,1,1
36,No,Travel_Rarely,Sales,2,2,Medical,2,Male,3,Sales Executive,3,Married,7596,1,No,3,2,40,10,9,9
30,Yes,Travel_Frequently,Research & Development,4,3,Technical Degree,3,Male,1,Research Scientist,4,Single,2285,9,Yes,4,3,40,1,0,0
37,No,Travel_Rarely,Research & Development,14,3,Life Sciences,4,Female,1,Laboratory Technician,1,Divorced,3034,1,No,3,3,40,18,7,12
40,No,Travel_Rarely,Sales,2,2,Marketing,4,Female,2,Sales Executive,2,Divorced,5715,7,No,3,3,40,5,4,1
42,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,1,Laboratory Technician,1,Divorced,2576,3,No,3,2,40,5,2,1
37,No,Travel_Rarely,Research & Development,10,4,Life Sciences,3,Male,2,Manufacturing Director,2,Single,4197,2,Yes,3,4,40,1,0,0
43,No,Travel_Rarely,Research & Development,12,3,Life Sciences,1,Male,4,Research Director,2,Divorced,14336,1,No,3,3,40,25,10,3
40,No,Travel_Rarely,Research & Development,2,3,Medical,2,Female,2,Laboratory Technician,3,Married,3448,6,No,4,2,40,1,0,0
54,No,Travel_Rarely,Research & Development,5,2,Medical,1,Male,5,Research Director,1,Married,19406,4,No,3,3,40,4,2,1
34,No,Non-Travel,Sales,4,4,Marketing,3,Female,2,Sales Executive,3,Married,6538,9,No,3,1,40,3,2,1
31,No,Travel_Rarely,Research & Development,7,2,Medical,2,Female,2,Manufacturing Director,1,Married,4306,1,No,3,2,40,13,10,3
43,No,Travel_Frequently,Research & Development,21,3,Medical,4,Male,1,Laboratory Technician,4,Married,2258,7,No,4,1,40,3,2,1
43,No,Travel_Rarely,Research & Development,8,4,Other,3,Female,2,Healthcare Representative,3,Divorced,4522,4,Yes,3,4,40,5,2,0
25,No,Travel_Rarely,Sales,4,2,Life Sciences,2,Female,2,Sales Executive,4,Single,4487,1,Yes,3,2,40,5,4,1
37,No,Non-Travel,Research & Development,25,5,Medical,2,Female,2,Research Scientist,3,Married,4449,3,Yes,3,1,40,13,11,10
31,No,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,1,Laboratory Technician,1,Married,2218,1,No,3,3,40,4,2,3
39,No,Travel_Frequently,Research & Development,1,1,Life Sciences,2,Male,5,Manager,3,Divorced,19197,1,Yes,3,3,40,21,8,1
56,No,Travel_Frequently,Sales,6,3,Life Sciences,3,Female,4,Sales Executive,1,Married,13212,9,No,3,4,40,7,7,7
30,No,Travel_Rarely,Sales,12,3,Technical Degree,2,Female,2,Sales Executive,3,Single,6577,0,No,3,2,40,5,4,4
41,No,Travel_Rarely,Sales,1,3,Marketing,2,Male,3,Sales Executive,1,Married,8392,1,No,3,3,40,10,7,0
28,No,Travel_Rarely,Research & Development,17,2,Medical,3,Male,2,Laboratory Technician,1,Divorced,4558,1,No,3,4,40,10,0,1
25,Yes,Travel_Rarely,Research & Development,3,3,Medical,1,Male,1,Laboratory Technician,1,Married,4031,5,No,3,3,40,2,2,0
52,No,Travel_Rarely,Research & Development,3,3,Medical,4,Male,3,Manufacturing Director,3,Married,7969,2,Yes,3,3,40,5,4,0
45,No,Travel_Rarely,Research & Development,10,2,Life Sciences,1,Male,1,Research Scientist,4,Married,2654,3,No,4,4,40,2,2,0
52,No,Travel_Rarely,Research & Development,4,2,Life Sciences,4,Female,4,Manager,4,Married,16555,2,No,3,4,40,5,2,1
42,No,Travel_Frequently,Research & Development,29,2,Life Sciences,1,Female,2,Research Scientist,3,Divorced,4556,2,No,3,2,40,5,4,0
30,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,2,Manufacturing Director,4,Single,6091,2,No,4,3,40,5,4,0
60,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Female,5,Manager,1,Married,19566,5,No,3,4,40,29,8,11
46,No,Travel_Rarely,Research & Development,18,3,Medical,3,Female,2,Manufacturing Director,3,Divorced,4810,2,No,3,3,40,10,7,0
42,No,Travel_Frequently,Research & Development,28,4,Technical Degree,4,Female,2,Healthcare Representative,4,Married,4523,0,No,3,4,40,6,5,0
24,Yes,Travel_Rarely,Sales,1,1,Technical Degree,1,Female,1,Sales Representative,2,Single,3202,1,Yes,3,2,40,5,3,1
34,Yes,Travel_Frequently,Sales,6,2,Marketing,4,Female,1,Sales Representative,3,Divorced,2351,0,No,3,4,40,2,2,1
38,No,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Male,1,Laboratory Technician,4,Married,1702,1,Yes,4,3,40,1,0,0
40,No,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,5,Manager,3,Married,18041,0,No,3,4,40,20,15,1
26,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,Female,1,Research Scientist,4,Divorced,2886,1,No,4,2,40,3,2,0
30,No,Non-Travel,Research & Development,3,3,Life Sciences,3,Male,1,Laboratory Technician,4,Married,2097,4,No,3,3,40,5,3,1
29,No,Travel_Rarely,Research & Development,3,4,Medical,2,Male,3,Research Director,3,Married,11935,1,No,3,3,40,10,2,0
29,Yes,Travel_Rarely,Research & Development,25,5,Technical Degree,3,Female,1,Research Scientist,2,Married,2546,5,No,3,2,40,2,2,1
19,Yes,Travel_Rarely,Human Resources,2,2,Technical Degree,1,Male,1,Human Resources,4,Single,2564,1,No,3,3,40,1,0,0
30,No,Non-Travel,Sales,22,4,Other,3,Female,3,Sales Executive,1,Married,8412,0,No,3,3,40,9,8,7
57,No,Travel_Rarely,Sales,29,3,Marketing,1,Male,4,Manager,4,Divorced,14118,3,No,3,3,40,1,0,0
50,No,Travel_Rarely,Research & Development,29,4,Life Sciences,2,Male,4,Manager,3,Married,17046,0,No,3,2,40,27,10,15
30,No,Non-Travel,Research & Development,2,3,Medical,3,Female,1,Laboratory Technician,4,Single,2564,0,No,3,3,40,11,7,6
60,No,Travel_Frequently,Sales,28,3,Marketing,3,Female,3,Sales Executive,1,Married,10266,4,No,3,4,40,18,13,13
47,No,Travel_Rarely,Research & Development,2,2,Medical,1,Female,2,Manufacturing Director,4,Divorced,5070,5,No,3,3,40,5,0,0
46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,4,Research Director,3,Married,17861,6,No,3,3,40,3,2,0
35,No,Travel_Rarely,Research & Development,22,3,Life Sciences,4,Male,1,Laboratory Technician,3,Single,4230,0,No,3,3,40,5,4,4
54,No,Travel_Rarely,Research & Development,8,4,Life Sciences,3,Female,2,Laboratory Technician,3,Single,3780,7,No,3,3,40,1,0,0
34,No,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,1,Research Scientist,3,Divorced,2768,3,No,3,3,40,7,3,5
46,No,Travel_Rarely,Sales,10,3,Marketing,3,Female,3,Sales Executive,4,Married,9071,2,Yes,3,3,40,3,2,1
31,No,Travel_Rarely,Research & Development,9,1,Life Sciences,3,Male,3,Manufacturing Director,2,Divorced,10648,1,No,4,4,40,13,8,0
33,Yes,Travel_Rarely,Research & Development,15,1,Medical,2,Male,3,Manager,3,Married,13610,7,Yes,3,4,40,7,6,7
33,Yes,Travel_Rarely,Research & Development,10,1,Medical,1,Male,1,Laboratory Technician,4,Divorced,3408,7,No,3,1,40,4,3,1
30,No,Travel_Rarely,Sales,7,1,Marketing,4,Male,1,Sales Representative,2,Single,2983,0,No,3,1,40,3,2,1
35,No,Travel_Rarely,Research & Development,16,3,Life Sciences,4,Male,3,Healthcare Representative,3,Married,7632,4,Yes,3,3,40,8,7,0
31,Yes,Travel_Frequently,Research & Development,20,3,Life Sciences,1,Male,3,Healthcare Representative,3,Married,9824,3,No,3,1,40,1,0,0
34,Yes,Travel_Frequently,Human Resources,23,3,Human Resources,2,Female,3,Human Resources,1,Divorced,9950,9,Yes,3,3,40,3,2,0
42,No,Travel_Frequently,Research & Development,5,2,Other,2,Male,1,Laboratory Technician,3,Married,2093,4,No,3,4,40,2,2,2
36,No,Non-Travel,Sales,10,4,Medical,2,Male,3,Sales Executive,4,Single,9980,1,No,3,4,40,10,3,9
22,Yes,Travel_Frequently,Research & Development,4,1,Technical Degree,3,Male,1,Laboratory Technician,3,Single,3894,5,No,3,3,40,2,2,1
48,No,Travel_Rarely,Sales,2,5,Marketing,2,Female,2,Sales Executive,4,Married,4051,2,No,3,1,40,9,7,6
55,No,Travel_Rarely,Sales,18,5,Life Sciences,1,Female,4,Manager,2,Single,16835,3,No,4,4,40,10,9,7
41,No,Non-Travel,Sales,10,2,Life Sciences,4,Male,2,Sales Executive,4,Single,6230,7,No,3,4,40,14,3,1
35,No,Travel_Rarely,Sales,1,3,Marketing,2,Male,2,Sales Executive,3,Married,4717,9,No,3,3,40,11,9,6
40,No,Travel_Rarely,Research & Development,6,3,Life Sciences,2,Female,4,Manufacturing Director,3,Single,13237,7,No,3,3,40,20,6,5
39,No,Travel_Frequently,Research & Development,8,1,Life Sciences,3,Female,1,Laboratory Technician,3,Married,3755,1,No,3,1,40,8,3,0
31,No,Travel_Rarely,Sales,2,1,Life Sciences,2,Male,2,Sales Executive,4,Single,6582,4,Yes,3,3,40,6,5,0
42,No,Travel_Rarely,Research & Development,24,3,Medical,4,Male,3,Manufacturing Director,1,Married,7406,1,Yes,4,4,40,10,9,5
45,No,Travel_Rarely,Sales,2,3,Other,4,Male,2,Sales Executive,2,Married,4805,0,No,3,2,40,8,7,3
26,Yes,Travel_Frequently,Human Resources,17,4,Life Sciences,2,Female,1,Human Resources,3,Divorced,2741,0,Yes,3,2,40,7,7,1
29,No,Travel_Rarely,Research & Development,19,3,Technical Degree,4,Male,2,Manufacturing Director,4,Divorced,4262,4,No,3,2,40,3,2,1
33,No,Travel_Rarely,Research & Development,1,5,Medical,1,Female,4,Research Director,3,Divorced,16184,4,No,3,3,40,6,1,0
31,No,Travel_Rarely,Sales,7,3,Life Sciences,3,Male,3,Manager,4,Divorced,11557,9,No,4,3,40,5,4,0
18,Yes,Travel_Frequently,Sales,5,3,Marketing,2,Male,1,Sales Representative,2,Single,1878,1,Yes,3,4,40,0,0,0
40,No,Non-Travel,Sales,28,3,Other,3,Male,3,Sales Executive,1,Divorced,10932,3,No,3,3,40,1,0,0
41,No,Non-Travel,Research & Development,2,4,Other,1,Female,2,Healthcare Representative,3,Single,6811,2,Yes,3,1,40,8,7,0
26,No,Travel_Rarely,Sales,29,2,Medical,1,Male,2,Sales Executive,3,Divorced,4306,5,No,3,1,40,0,0,0
35,No,Travel_Rarely,Sales,1,3,Medical,1,Female,2,Sales Executive,3,Single,4859,1,No,3,4,40,5,4,0
34,No,Travel_Rarely,Sales,21,4,Life Sciences,4,Male,2,Sales Executive,4,Single,5337,1,No,3,4,40,10,7,5
26,Yes,Travel_Rarely,Research & Development,24,3,Technical Degree,3,Male,1,Laboratory Technician,4,Single,2340,1,Yes,3,2,40,1,0,0
37,No,Travel_Rarely,Research & Development,1,3,Technical Degree,2,Female,3,Manufacturing Director,4,Single,7491,4,No,3,4,40,6,5,1
46,No,Travel_Frequently,Research & Development,18,1,Medical,1,Female,3,Healthcare Representative,3,Married,10527,5,No,3,4,40,2,2,1
41,No,Travel_Rarely,Sales,2,5,Life Sciences,2,Female,4,Manager,1,Married,16595,7,No,3,2,40,18,16,11
37,No,Non-Travel,Sales,9,4,Medical,1,Male,3,Sales Executive,2,Divorced,8834,1,No,3,4,40,9,5,7
52,No,Travel_Rarely,Research & Development,6,2,Technical Degree,4,Male,2,Research Scientist,1,Divorced,5577,3,Yes,3,2,40,10,9,6
32,Yes,Non-Travel,Sales,11,4,Other,4,Male,2,Sales Executive,3,Married,4707,8,No,3,4,40,4,2,1
24,No,Travel_Frequently,Sales,24,3,Medical,4,Male,1,Sales Representative,4,Married,2400,0,No,3,3,40,2,2,2
38,No,Travel_Rarely,Research & Development,10,3,Medical,3,Female,2,Healthcare Representative,3,Married,9824,3,No,3,3,40,1,0,0
37,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,2,Manufacturing Director,2,Married,6447,6,No,3,2,40,6,5,4
49,No,Travel_Rarely,Research & Development,18,4,Life Sciences,4,Male,5,Research Director,3,Divorced,19502,1,Yes,3,3,40,31,9,0
24,No,Travel_Rarely,Research & Development,23,3,Medical,2,Male,1,Research Scientist,4,Married,2725,1,Yes,3,2,40,6,5,1
26,No,Travel_Rarely,Sales,28,2,Marketing,1,Male,2,Sales Executive,2,Married,6272,1,No,4,4,40,5,3,1
24,No,Travel_Rarely,Research & Development,17,2,Other,4,Male,1,Laboratory Technician,2,Married,2127,1,No,4,4,40,1,0,0
50,No,Travel_Frequently,Human Resources,3,3,Medical,1,Male,5,Manager,2,Married,18200,1,No,3,3,40,32,5,10
25,No,Travel_Rarely,Sales,13,1,Medical,2,Male,1,Sales Representative,3,Married,2096,1,No,3,3,40,7,4,0
24,Yes,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Female,1,Laboratory Technician,3,Married,2886,1,Yes,3,4,40,6,3,1
30,Yes,Travel_Frequently,Sales,12,4,Life Sciences,2,Male,1,Sales Representative,1,Married,2033,1,No,3,3,40,1,0,0
34,No,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Male,1,Research Scientist,4,Married,3622,1,Yes,3,4,40,6,5,1
31,Yes,Travel_Rarely,Sales,13,4,Medical,2,Male,2,Sales Executive,1,Divorced,4233,2,No,3,3,40,3,1,1
35,No,Travel_Rarely,Research & Development,25,2,Other,1,Male,2,Laboratory Technician,4,Single,3681,4,No,3,4,40,3,2,0
31,No,Travel_Rarely,Sales,6,4,Medical,1,Male,2,Sales Executive,4,Divorced,5460,4,No,4,4,40,7,7,5
27,No,Travel_Rarely,Research & Development,6,4,Medical,1,Female,1,Research Scientist,3,Divorced,2187,0,No,3,3,40,5,3,0
37,No,Travel_Rarely,Sales,2,3,Marketing,4,Male,2,Sales Executive,3,Married,9602,4,Yes,3,3,40,3,0,1
20,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,1,Research Scientist,2,Single,2836,1,No,3,4,40,1,0,0
42,No,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Female,2,Healthcare Representative,4,Married,4089,1,No,3,2,40,10,2,2
43,No,Travel_Rarely,Research & Development,6,4,Other,2,Male,4,Research Director,4,Divorced,16627,4,Yes,3,3,40,1,0,0
38,No,Travel_Rarely,Research & Development,1,1,Life Sciences,3,Female,1,Research Scientist,1,Single,2619,3,No,3,4,40,0,0,0
43,No,Travel_Frequently,Research & Development,9,5,Medical,4,Male,2,Laboratory Technician,3,Divorced,5679,3,Yes,3,2,40,8,7,4
48,No,Travel_Rarely,Research & Development,1,4,Life Sciences,4,Female,4,Manager,1,Married,15402,7,No,3,1,40,3,2,0
44,No,Travel_Rarely,Human Resources,1,4,Life Sciences,1,Female,2,Human Resources,3,Single,5985,4,No,3,2,40,2,2,0
34,No,Travel_Rarely,Sales,14,3,Technical Degree,3,Female,1,Sales Representative,3,Divorced,2579,1,Yes,3,4,40,8,2,0
27,Yes,Travel_Rarely,Sales,2,1,Marketing,3,Male,1,Sales Representative,1,Divorced,3041,0,No,3,2,40,4,3,0
21,No,Travel_Rarely,Sales,22,1,Technical Degree,3,Male,1,Sales Representative,3,Single,3447,1,No,3,3,40,3,2,1
44,No,Travel_Rarely,Research & Development,3,4,Other,4,Male,5,Manager,4,Married,19513,4,Yes,3,1,40,2,2,0
22,No,Travel_Rarely,Research & Development,6,1,Medical,1,Male,1,Research Scientist,3,Married,2773,0,No,4,4,40,2,2,2
33,No,Travel_Rarely,Sales,8,4,Marketing,3,Male,2,Sales Executive,3,Divorced,7104,0,No,3,4,40,5,0,1
32,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,Female,2,Research Scientist,4,Married,6322,1,Yes,3,4,40,6,4,0
30,No,Travel_Frequently,Research & Development,3,3,Medical,3,Female,1,Research Scientist,3,Divorced,2083,1,No,4,3,40,1,0,0
53,No,Travel_Rarely,Sales,1,1,Medical,4,Female,2,Sales Executive,1,Single,8381,7,No,4,4,40,14,7,8
34,No,Travel_Rarely,Research & Development,1,5,Life Sciences,2,Male,1,Research Scientist,4,Married,2691,1,No,3,4,40,10,9,8
45,Yes,Travel_Frequently,Sales,26,4,Life Sciences,1,Female,2,Sales Executive,1,Married,4286,2,No,3,4,40,1,1,0
26,No,Travel_Rarely,Research & Development,6,3,Life Sciences,3,Female,1,Laboratory Technician,4,Married,2659,1,Yes,3,3,40,3,2,0
37,No,Travel_Rarely,Research & Development,3,3,Other,3,Male,3,Manufacturing Director,3,Married,9434,1,No,3,3,40,10,7,7
29,No,Travel_Rarely,Sales,3,2,Medical,2,Female,2,Sales Executive,3,Married,5561,1,No,3,1,40,6,0,1
35,No,Travel_Rarely,Research & Development,6,4,Life Sciences,2,Male,2,Research Scientist,4,Single,6646,1,No,3,2,40,17,11,11
33,No,Travel_Frequently,Research & Development,6,3,Life Sciences,3,Male,2,Healthcare Representative,4,Divorced,7725,3,No,4,3,40,13,11,4
54,No,Travel_Rarely,Human Resources,19,4,Medical,3,Male,3,Human Resources,2,Married,10725,2,No,3,3,40,9,7,7
36,No,Travel_Rarely,Research & Development,9,2,Medical,2,Male,2,Manufacturing Director,2,Divorced,8847,2,Yes,3,3,40,3,2,0
27,No,Travel_Rarely,Research & Development,3,4,Medical,1,Male,1,Research Scientist,4,Single,2045,0,No,3,4,40,4,2,1
20,Yes,Travel_Rarely,Research & Development,10,1,Medical,4,Male,1,Research Scientist,3,Single,1009,1,Yes,3,4,40,1,0,1
33,Yes,Travel_Frequently,Research & Development,3,3,Life Sciences,1,Male,1,Research Scientist,1,Single,3348,1,Yes,3,1,40,10,8,9
35,No,Non-Travel,Research & Development,3,3,Life Sciences,3,Male,1,Laboratory Technician,3,Married,1281,1,No,3,3,40,1,0,0
23,No,Travel_Rarely,Research & Development,4,3,Medical,1,Male,1,Research Scientist,1,Married,2819,2,No,3,1,40,3,2,0
25,No,Travel_Rarely,Sales,8,3,Life Sciences,4,Male,2,Sales Executive,2,Married,4851,0,No,4,3,40,3,2,1
38,No,Travel_Rarely,Sales,7,4,Marketing,4,Female,2,Sales Executive,4,Single,4028,0,No,4,1,40,7,7,0
29,No,Travel_Frequently,Research & Development,1,4,Life Sciences,2,Male,1,Research Scientist,4,Divorced,2720,1,No,3,4,40,10,7,2
